"address","location/lat","location/lng","name","numberOfGuests","pricing/rate/amount","pricing/rate/amount_formatted","pricing/rate/currency","pricing/rate/is_micros_accuracy","pricing/rate_type","pricing/rate_with_service_fee/amount","pricing/rate_with_service_fee/amount_formatted","pricing/rate_with_service_fee/currency","pricing/rate_with_service_fee/is_micros_accuracy","roomType","stars","url"
"Dubai, United Arab Emirates","25.19024","55.28238","Lux meets Cozy Studio minutes away from Dubai Mall","2","450","ﺩ.ﺇ450","AED","false","nightly","450","ﺩ.ﺇ450","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/49366104"
"دبي, United Arab Emirates","25.1849","55.27643","Exclusive Studio By The Canal","2","464","ﺩ.ﺇ464","AED","false","nightly","464","ﺩ.ﺇ464","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/53896736"
"Dubai, United Arab Emirates","25.2646","55.32494","4-star hotel superior room-2, Al Rigga-Dubai","3","120","ﺩ.ﺇ120","AED","false","nightly","120","ﺩ.ﺇ120","AED","false","Room in hotel","4","https://www.airbnb.com/rooms/47962377"
"Dubai Industrial City, Dubai, United Arab Emirates","24.84384","55.06839","Nice bedroom in family big villa only girls&family","2","100","ﺩ.ﺇ100","AED","false","nightly","100","ﺩ.ﺇ100","AED","false","Private room in bed and breakfast",,"https://www.airbnb.com/rooms/54025098"
"Dubai, United Arab Emirates","25.2228","55.2816","Bed spaces for 2 persons near to the metro WTC_2/3","2","99","ﺩ.ﺇ99","AED","false","nightly","99","ﺩ.ﺇ99","AED","false","Shared room in rental unit",,"https://www.airbnb.com/rooms/42355764"
"Dubai, United Arab Emirates","25.08851","55.14772","Elegant & Upgraded Two Bedroom with Marina Views","4","460","ﺩ.ﺇ460","AED","false","nightly","460","ﺩ.ﺇ460","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/45320382"
"Dubai, United Arab Emirates","25.07288","55.13152","Cozy Clean Room with Private Bathroom","1","159","ﺩ.ﺇ159","AED","false","nightly","159","ﺩ.ﺇ159","AED","false","Private room in rental unit",,"https://www.airbnb.com/rooms/50100427"
"Sharjah, United Arab Emirates","25.34136","55.39143","1BR Fully Furnished","2","100","ﺩ.ﺇ100","AED","false","nightly","100","ﺩ.ﺇ100","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/48468928"
"Dubai, United Arab Emirates, United Arab Emirates","25.082","55.142","Great apartment next to Dubai Marina Walk","4","434","ﺩ.ﺇ434","AED","false","nightly","434","ﺩ.ﺇ434","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/9266872"
"Dubai, United Arab Emirates","25.18132","55.26764","Gorgeous lake view and Burj Khalifa view apartment","3","450","ﺩ.ﺇ450","AED","false","nightly","450","ﺩ.ﺇ450","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/19197125"
"Dubai, United Arab Emirates","25.07851","55.13395","Apartment only for ladies in JBR with beach access","4","83","ﺩ.ﺇ83","AED","false","nightly","83","ﺩ.ﺇ83","AED","false","Shared room in rental unit",,"https://www.airbnb.com/rooms/42593367"
"Dubai, United Arab Emirates","25.19628","55.27012","Luxury Studio in Iconic Location, Downtown Dubai","2","462","ﺩ.ﺇ462","AED","false","nightly","462","ﺩ.ﺇ462","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/32434750"
"Dubai, United Arab Emirates","25.0761","55.13108","ALadies apartment with direct beach access!","2","91","ﺩ.ﺇ91","AED","false","nightly","91","ﺩ.ﺇ91","AED","false","Shared room in rental unit",,"https://www.airbnb.com/rooms/42592663"
"Dubai, United Arab Emirates","25.195","55.284","Downtown one bedroom walking to Burj Khalifa","3","442","ﺩ.ﺇ442","AED","false","nightly","442","ﺩ.ﺇ442","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/47066266"
"Dubai, United Arab Emirates","25.01344","55.25242","Lovely Studio in Damac Hills next to the main gate","2","155","ﺩ.ﺇ155","AED","false","nightly","155","ﺩ.ﺇ155","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/51598899"
"Dubai, United Arab Emirates","25.12733","55.15303","Outstanding 2 Bedroom | The Palm - Private Beach","4","435","ﺩ.ﺇ435","AED","false","nightly","435","ﺩ.ﺇ435","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/51031773"
"دبي, United Arab Emirates","25.113","55.202","Gorgeous Deluxe Rm (w/o kitchen) near MOE","2","149","ﺩ.ﺇ149","AED","false","nightly","149","ﺩ.ﺇ149","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/48763234"
"Dubai, United Arab Emirates","25.25541","55.28861","Executive private room in prime location of Dubai","2","105","ﺩ.ﺇ105","AED","false","nightly","105","ﺩ.ﺇ105","AED","false","Private room in condo",,"https://www.airbnb.com/rooms/49377055"
"الشارقة, إمارة الشارقةّ, United Arab Emirates","25.33829","55.39763","Furnished Room / Bed space for Asians only","2","90","ﺩ.ﺇ90","AED","false","nightly","90","ﺩ.ﺇ90","AED","false","Private room in rental unit",,"https://www.airbnb.com/rooms/48018539"
"Dubai, United Arab Emirates","25.25877","55.29964","Fabulous Budget Accommodation for Travelers","2","103","ﺩ.ﺇ103","AED","false","nightly","103","ﺩ.ﺇ103","AED","false","Private room in rental unit",,"https://www.airbnb.com/rooms/25045612"
"Dubai, United Arab Emirates","25.2587","55.28872","DUBAI AFFORDABLE STAY / ACCOMODATION","2","100","ﺩ.ﺇ100","AED","false","nightly","100","ﺩ.ﺇ100","AED","false","Shared room in home",,"https://www.airbnb.com/rooms/41987638"
"Sharjah, United Arab Emirates","25.31321","55.4575","clean and tidy place for female only","1","100","ﺩ.ﺇ100","AED","false","nightly","100","ﺩ.ﺇ100","AED","false","Private room in rental unit",,"https://www.airbnb.com/rooms/39760499"
"Al Sharjah, Sharjah, United Arab Emirates","25.318","55.37942","Lovely 2 bedrooms apartment in Sharjah","2","100","ﺩ.ﺇ100","AED","false","nightly","100","ﺩ.ﺇ100","AED","false","Private room in vacation home",,"https://www.airbnb.com/rooms/53985907"
"إمارة الشارقةّ, United Arab Emirates","25.33169","55.37637","Private Room рядом с пляжем аль-хан, Sharjah, ОАЭ","2","90","ﺩ.ﺇ90","AED","false","nightly","90","ﺩ.ﺇ90","AED","false","Private room in rental unit","5","https://www.airbnb.com/rooms/32848046"
"Sharjah, United Arab Emirates","25.31212","55.37916","Private room","2","101","ﺩ.ﺇ101","AED","false","nightly","101","ﺩ.ﺇ101","AED","false","Private room in rental unit",,"https://www.airbnb.com/rooms/51742069"
"Dubai, United Arab Emirates","25.0828","55.20597","Fully furnished room in a very spacious villa","2","130","ﺩ.ﺇ130","AED","false","nightly","130","ﺩ.ﺇ130","AED","false","Private room in villa","5","https://www.airbnb.com/rooms/40293583"
"Dubai, United Arab Emirates","25.08975","55.14799","Amazing Dubai Marina Beach rooms/ private room","3","139","ﺩ.ﺇ139","AED","false","nightly","139","ﺩ.ﺇ139","AED","false","Private room in rental unit","4.5","https://www.airbnb.com/rooms/53886314"
"Dubai, United Arab Emirates","25.09477","55.17751","Master room@ Meta Dubaï","2","135","ﺩ.ﺇ135","AED","false","nightly","135","ﺩ.ﺇ135","AED","false","Private room in rental unit","5","https://www.airbnb.com/rooms/53897601"
"Dubai, United Arab Emirates","25.11919","55.37372","** large studio L05","2","135","ﺩ.ﺇ135","AED","false","nightly","135","ﺩ.ﺇ135","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/39124167"
"Dubai, United Arab Emirates","25.2168","55.28087","R42404 Fully Furnished Room In the Heart of Dubai","1","126","ﺩ.ﺇ126","AED","false","nightly","126","ﺩ.ﺇ126","AED","false","Private room in rental unit","4.5","https://www.airbnb.com/rooms/21443454"
"Dubai, United Arab Emirates","25.1269","55.40268","Private room available","1","125","ﺩ.ﺇ125","AED","false","nightly","125","ﺩ.ﺇ125","AED","false","Private room in rental unit","5","https://www.airbnb.com/rooms/48686378"
"Dubai, United Arab Emirates","25.03521","55.20093","Spacious Studio in IMPZ with Lake Views!","2","152","ﺩ.ﺇ152","AED","false","nightly","152","ﺩ.ﺇ152","AED","false","Entire loft","4","https://www.airbnb.com/rooms/52102265"
"Dubai, United Arab Emirates","25.09573","55.17473","Studio Apartment 12, Renovated Deluxe Aparthotel","3","158","ﺩ.ﺇ158","AED","false","nightly","158","ﺩ.ﺇ158","AED","false","Room in aparthotel","4.5","https://www.airbnb.com/rooms/53353104"
"Dubai, United Arab Emirates","25.04077","55.19348","Lovely 1 Bedroom Apartment with a Spacious Balcony","2","157","ﺩ.ﺇ157","AED","false","nightly","157","ﺩ.ﺇ157","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/40791961"
"Dubai, United Arab Emirates","25.18689","55.26243","1 place in master room in the heart of dubai(F1B1)","1","120","ﺩ.ﺇ120","AED","false","nightly","120","ﺩ.ﺇ120","AED","false","Shared room in condo","5","https://www.airbnb.com/rooms/53778629"
"Dubai, United Arab Emirates","25.20445","55.2762","Ideal DIFC Studio w/ City View, Pool & Gym","2","430","ﺩ.ﺇ430","AED","false","nightly","430","ﺩ.ﺇ430","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/47326406"
"دبي, United Arab Emirates","25.10744","55.16576","Cozy Private Room Attached Bathroom in Marina","1","148","ﺩ.ﺇ148","AED","false","nightly","148","ﺩ.ﺇ148","AED","false","Private room in rental unit","5","https://www.airbnb.com/rooms/45357286"
"دبي, United Arab Emirates","25.189","55.289","Amazing 1BR penthouse with terrace and Dubai views","2","433","ﺩ.ﺇ433","AED","false","nightly","433","ﺩ.ﺇ433","AED","false","Entire condo","4.5","https://www.airbnb.com/rooms/52016333"
"Dubai, United Arab Emirates","24.9449","55.20884","Bright and Spacious Studio near EXPO 2020 site","2","157","ﺩ.ﺇ157","AED","false","nightly","157","ﺩ.ﺇ157","AED","false","Entire loft","4","https://www.airbnb.com/rooms/53265117"
"Dubai, United Arab Emirates","25.19247","55.27981","The Address Dubai Mall Extra Large Luxury -1bed","4","466","ﺩ.ﺇ466","AED","false","nightly","466","ﺩ.ﺇ466","AED","false","Entire rental unit","4","https://www.airbnb.com/rooms/46842000"
"Dubai, United Arab Emirates","25.09","55.148","R16404 Ensuite Next to Beach/Skydive-1200+Review","2","153","ﺩ.ﺇ153","AED","false","nightly","153","ﺩ.ﺇ153","AED","false","Private room in rental unit","4","https://www.airbnb.com/rooms/17139657"
"دبي, United Arab Emirates","25.07452","55.13418","★ Bright 1BR w/ Ain Dubai Views | Close to Beach!★","3","466","ﺩ.ﺇ466","AED","false","nightly","466","ﺩ.ﺇ466","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/32626479"
"Dubai, United Arab Emirates","25.24335","55.34528","Private bedroom with new furniture","1","135","ﺩ.ﺇ135","AED","false","nightly","135","ﺩ.ﺇ135","AED","false","Private room in condo",,"https://www.airbnb.com/rooms/54075381"
"دبي, United Arab Emirates","25.074","55.133","Luxurious Waterfront 2BR in Marina","4","732","ﺩ.ﺇ732","AED","false","nightly","732","ﺩ.ﺇ732","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/51737331"
"Dubai, United Arab Emirates","25.02813","55.18287","Elite Inn: Dania3 Elegant Studio at Midtown IMPZ","3","147","ﺩ.ﺇ147","AED","false","nightly","147","ﺩ.ﺇ147","AED","false","Entire condo","5","https://www.airbnb.com/rooms/54197210"
"Dubai, United Arab Emirates","25.0814","55.13969","A High-end, Beach view studio - in Dubai Marina.","2","451","ﺩ.ﺇ451","AED","false","nightly","451","ﺩ.ﺇ451","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/53717838"
"Dubai, United Arab Emirates","24.978","55.092","Cozy Studio in Jebel Ali - Near the Metro!","2","159","ﺩ.ﺇ159","AED","false","nightly","159","ﺩ.ﺇ159","AED","false","Entire loft","4","https://www.airbnb.com/rooms/49166074"
"Dubai, United Arab Emirates","25.09369","55.17525","Studio 4 Apartment, Deluxe Aparthotel","3","138","ﺩ.ﺇ138","AED","false","nightly","138","ﺩ.ﺇ138","AED","false","Room in aparthotel",,"https://www.airbnb.com/rooms/53801457"
"Dubai, United Arab Emirates","25.09504","55.17503","Studio Apartment 17, Deluxe Aparthotel","3","158","ﺩ.ﺇ158","AED","false","nightly","158","ﺩ.ﺇ158","AED","false","Room in aparthotel","4.5","https://www.airbnb.com/rooms/53522159"
"دبي, United Arab Emirates","25.18599","55.27519","Brand new, stylish & comfy, spacious 1BR -Downtown","4","435","ﺩ.ﺇ435","AED","false","nightly","435","ﺩ.ﺇ435","AED","false","Entire condo","5","https://www.airbnb.com/rooms/53494666"
"Dubai, United Arab Emirates","25.12007","55.37275","** L06 ** large studio Super host","2","135","ﺩ.ﺇ135","AED","false","nightly","135","ﺩ.ﺇ135","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/42613728"
"دبي, United Arab Emirates","25.18164","55.25658","Spacious design apartment with outstanding views","2","1189","ﺩ.ﺇ1,189","AED","false","nightly","1189","ﺩ.ﺇ1,189","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/53754014"
"Dubai, United Arab Emirates","25.09515","55.17609","Studio Apartment 10, Renovated Deluxe Aparthotel","3","158","ﺩ.ﺇ158","AED","false","nightly","158","ﺩ.ﺇ158","AED","false","Room in aparthotel","4","https://www.airbnb.com/rooms/53323409"
"دبي, United Arab Emirates","25.18291","55.25695","Primestay - Al Habtoor Amna Tower Business Bay","2","440","ﺩ.ﺇ440","AED","false","nightly","440","ﺩ.ﺇ440","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/50914037"
"Dubai, United Arab Emirates","24.94897","55.20371","Luxury apartments in the heart of EXPO 2021","2","150","ﺩ.ﺇ150","AED","false","nightly","150","ﺩ.ﺇ150","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/47852872"
"Dubai, United Arab Emirates","25.09983","55.15626","En-suit RM IN Dubai-Marina","1","150","ﺩ.ﺇ150","AED","false","nightly","150","ﺩ.ﺇ150","AED","false","Private room in rental unit",,"https://www.airbnb.com/rooms/51625996"
"دبي, United Arab Emirates","25.18409","55.27596","Dazzling Studio in Business Bay By The Canal","2","464","ﺩ.ﺇ464","AED","false","nightly","464","ﺩ.ﺇ464","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/53898766"
"31166, Dubai, United Arab Emirates","25.20019","55.27675","Studio Residence at Dubai Mall","2","450","ﺩ.ﺇ450","AED","false","nightly","450","ﺩ.ﺇ450","AED","false","Entire serviced apartment","5","https://www.airbnb.com/rooms/49685982"
"Dubai, United Arab Emirates","25.26577","55.31753","Hotel Standard Room CARH9, Al Riqqa-Deira, Dubai","3","125","ﺩ.ﺇ125","AED","false","nightly","125","ﺩ.ﺇ125","AED","false","Room in hotel",,"https://www.airbnb.com/rooms/52248567"
"Dubai, United Arab Emirates","25.19234","55.27295","Modernly Designed One Bedroom in Downtown","2","430","ﺩ.ﺇ430","AED","false","nightly","430","ﺩ.ﺇ430","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/52928173"
"Dubai, United Arab Emirates","25.29569","55.37713","Close to airport room - 003","1","120","ﺩ.ﺇ120","AED","false","nightly","120","ﺩ.ﺇ120","AED","false","Private room in rental unit","4.5","https://www.airbnb.com/rooms/53985152"
"Dubai, United Arab Emirates","25.28009","55.33387","Bedspace for girls available near metro","4","90","ﺩ.ﺇ90","AED","false","nightly","90","ﺩ.ﺇ90","AED","false","Shared room in hostel",,"https://www.airbnb.com/rooms/37582106"
"Dubai, United Arab Emirates","25.19439","55.26337","Premium 2BR Apt in the Heart of the City with Burj Views","4","471","ﺩ.ﺇ471","AED","false","nightly","471","ﺩ.ﺇ471","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/45013295"
"Dubai, United Arab Emirates","25.08148","55.13944","Stylish 1BR Apt in Marina with Breathtaking Views","2","444","ﺩ.ﺇ444","AED","false","nightly","444","ﺩ.ﺇ444","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/52784828"
"Sharjah, United Arab Emirates","25.3036","55.37462","Fully furnished Rooms for rent","2","110","ﺩ.ﺇ110","AED","false","nightly","110","ﺩ.ﺇ110","AED","false","Private room in home",,"https://www.airbnb.com/rooms/42280527"
"Sharjah, United Arab Emirates","25.30155","55.38526","Affordable place for travelers to UAE","1","110","ﺩ.ﺇ110","AED","false","nightly","110","ﺩ.ﺇ110","AED","false","Shared room in bed and breakfast",,"https://www.airbnb.com/rooms/40833679"
"Dubai, United Arab Emirates","25.12654","55.4231","Studio Appartment for Rent for 3 months","3","110","ﺩ.ﺇ110","AED","false","nightly","110","ﺩ.ﺇ110","AED","false","Shared room in rental unit",,"https://www.airbnb.com/rooms/35829388"
"Dubai, United Arab Emirates","25.11664","55.20871","shared room for ladies both economic and executive","3","100","ﺩ.ﺇ100","AED","false","nightly","100","ﺩ.ﺇ100","AED","false","Shared room in rental unit",,"https://www.airbnb.com/rooms/43087221"
"Dubai, United Arab Emirates","25.19458","55.2629","Dubai's Urban Living in the Centre of Now","4","437","ﺩ.ﺇ437","AED","false","nightly","437","ﺩ.ﺇ437","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/45013291"
"Dubai, United Arab Emirates","25.28608","55.32865","Lone Rangers Accommodation unity Hostel","10","105","ﺩ.ﺇ105","AED","false","nightly","105","ﺩ.ﺇ105","AED","false","Shared room in loft",,"https://www.airbnb.com/rooms/20040917"
"Dubai, United Arab Emirates","25.08654","55.14707","Explore Dubai from High End Dubai Marina Apartment","6","449","ﺩ.ﺇ449","AED","false","nightly","449","ﺩ.ﺇ449","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/17889072"
"Dubai, United Arab Emirates","25.192","55.284","10 Minutes walk to Dubai Mall (E), 1 BR apartment","4","441","ﺩ.ﺇ441","AED","false","nightly","441","ﺩ.ﺇ441","AED","false","Entire condo","5","https://www.airbnb.com/rooms/12613239"
"31166, Dubai, United Arab Emirates","25.19876","55.27701","Stunning Apartment at the address dubai mall","2","458","ﺩ.ﺇ458","AED","false","nightly","458","ﺩ.ﺇ458","AED","false","Entire rental unit","3.5","https://www.airbnb.com/rooms/49805150"
"Dubai, United Arab Emirates","24.94455","55.2213","Silent, 3 Bedroom (bath on suite) shared Townhouse","2","97","ﺩ.ﺇ97","AED","false","nightly","97","ﺩ.ﺇ97","AED","false","Private room in townhouse",,"https://www.airbnb.com/rooms/54312908"
"Dubai, United Arab Emirates","25.193","55.279","Old Town Yansoon 9 Affordable 1Bedroom","3","450","ﺩ.ﺇ450","AED","false","nightly","450","ﺩ.ﺇ450","AED","false","Entire condo",,"https://www.airbnb.com/rooms/40978346"
"Dubai, United Arab Emirates","25.04583","55.21625","Lovely Studio with High Tech Setup","2","140","ﺩ.ﺇ140","AED","false","nightly","140","ﺩ.ﺇ140","AED","false","Entire condo",,"https://www.airbnb.com/rooms/51145780"
"دبي, United Arab Emirates","24.94919","55.22864","Stunning One Bedroom Apartment in Dubai South","2","149","ﺩ.ﺇ149","AED","false","nightly","149","ﺩ.ﺇ149","AED","false","Entire rental unit","4","https://www.airbnb.com/rooms/53713585"
"دبي, United Arab Emirates","25.20868","55.34491","Bright and Spacious 2BR in Creek Harbour","5","432","ﺩ.ﺇ432","AED","false","nightly","432","ﺩ.ﺇ432","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/53960984"
"Dubai, United Arab Emirates","25.07791","55.136","Spacious Two Bedroom Apartment in the Heart of JBR","4","429","ﺩ.ﺇ429","AED","false","nightly","429","ﺩ.ﺇ429","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/46518466"
"Dubai, United Arab Emirates","25.0345","55.15204","001B202B: Furnished Studio/next to expo/metro","2","145","ﺩ.ﺇ145","AED","false","nightly","145","ﺩ.ﺇ145","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/53788205"
"Dubai, United Arab Emirates","25.09485","55.17661","Studio Apartment 11, Renovated Deluxe Aparthotel","3","158","ﺩ.ﺇ158","AED","false","nightly","158","ﺩ.ﺇ158","AED","false","Room in aparthotel","4","https://www.airbnb.com/rooms/53335138"
"Dubai, United Arab Emirates","25.27424","55.31879","4 Star Hotel Standard Room MARC1 - Deira","3","145","ﺩ.ﺇ145","AED","false","nightly","145","ﺩ.ﺇ145","AED","false","Room in hotel","4","https://www.airbnb.com/rooms/47958419"
"Al Barsha 3, Dubai, United Arab Emirates","25.08427","55.20523","Fully furnished room in a very spacious villa","2","130","ﺩ.ﺇ130","AED","false","nightly","130","ﺩ.ﺇ130","AED","false","Private room in villa","5","https://www.airbnb.com/rooms/28682832"
"Dubai, United Arab Emirates","25.197","55.27","1BR Apartment only 10 Minutes to Burj Khalifa","4","441","ﺩ.ﺇ441","AED","false","nightly","441","ﺩ.ﺇ441","AED","false","Entire condo","5","https://www.airbnb.com/rooms/18464618"
"Dubai, United Arab Emirates","25.21687","55.28053","R22203 Elegant Rm/Metro Station/ Near Downtown","2","143","ﺩ.ﺇ143","AED","false","nightly","143","ﺩ.ﺇ143","AED","false","Private room in rental unit","5","https://www.airbnb.com/rooms/21442158"
"Dubai, United Arab Emirates","25.05361","55.20915","Modern Spacious Two bedrooms  with Terrace","8","450","ﺩ.ﺇ450","AED","false","nightly","450","ﺩ.ﺇ450","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/38031925"
"Dubai, United Arab Emirates","25.22921","55.28546","Charming Sheikh Zayed Road 1BR w/ City View, Pool & Gym","2","429","ﺩ.ﺇ429","AED","false","nightly","429","ﺩ.ﺇ429","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/45239996"
"Dubai, United Arab Emirates","25.08727","55.14751","Private room in Dubai Marina for rent","1","130","ﺩ.ﺇ130","AED","false","nightly","130","ﺩ.ﺇ130","AED","false","Private room in rental unit",,"https://www.airbnb.com/rooms/51335252"
"Dubai, United Arab Emirates","24.95026","55.23032","Minimalist Studio in the Heart of Dubai South!","2","149","ﺩ.ﺇ149","AED","false","nightly","149","ﺩ.ﺇ149","AED","false","Entire loft","4.5","https://www.airbnb.com/rooms/53392027"
"Dubai, United Arab Emirates","25.088","55.147","Stunning Modern 2BR Apartment in Dubai Marina!","4","459","ﺩ.ﺇ459","AED","false","nightly","459","ﺩ.ﺇ459","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/42908298"
"Dubai, United Arab Emirates","25.09584","55.17663","Studio Apartment 18, Deluxe Aparthotel","3","158","ﺩ.ﺇ158","AED","false","nightly","158","ﺩ.ﺇ158","AED","false","Room in aparthotel",,"https://www.airbnb.com/rooms/53552169"
"Dubai, United Arab Emirates","25.0724","55.13315","Brand new 1 br apartment in Marina near the beach!","4","450","ﺩ.ﺇ450","AED","false","nightly","450","ﺩ.ﺇ450","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/54021386"
"Dubai, United Arab Emirates","25.15287","55.19964","Roof Top Studio, BeachFront","1","145","ﺩ.ﺇ145","AED","false","nightly","145","ﺩ.ﺇ145","AED","false","Private room in villa","4.5","https://www.airbnb.com/rooms/43337542"
"دبي, United Arab Emirates","25.1853","55.28094","Exclusive Studio Apartment Canal View","2","464","ﺩ.ﺇ464","AED","false","nightly","464","ﺩ.ﺇ464","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/53837729"
"Dubai, United Arab Emirates","25.28754","55.36582","Modern room w/ pool and gym","1","159","ﺩ.ﺇ159","AED","false","nightly","159","ﺩ.ﺇ159","AED","false","Private room in rental unit","5","https://www.airbnb.com/rooms/51614282"
"Dubai, United Arab Emirates","25.07436","55.13065","Dubai Beach Hostel #Dormitory in JBR","3","130","ﺩ.ﺇ130","AED","false","nightly","130","ﺩ.ﺇ130","AED","false","Shared room in condo","5","https://www.airbnb.com/rooms/38396086"
"Dubai, United Arab Emirates","25.09598","55.20245","Villa Ohm Retreat ❤️ in the heart of Dubai","2","150","ﺩ.ﺇ150","AED","false","nightly","150","ﺩ.ﺇ150","AED","false","Private room in camper/rv","5","https://www.airbnb.com/rooms/52854733"
"Dubai, United Arab Emirates","25.08325","55.13868","Luxury Casa - Supreme Sea View Apartment JBR 1BR","6","459","ﺩ.ﺇ459","AED","false","nightly","459","ﺩ.ﺇ459","AED","false","Entire vacation home","5","https://www.airbnb.com/rooms/53947655"
"Dubai, United Arab Emirates","25.078","55.136","Spacious 1BR high floor Apt. with Marina views","2","452","ﺩ.ﺇ452","AED","false","nightly","452","ﺩ.ﺇ452","AED","false","Entire condo","4.5","https://www.airbnb.com/rooms/53370669"
"Dubai, United Arab Emirates","25.19786","55.27029","✨ 𝕎𝔸ℕ𝔻𝔼ℝ𝕃𝕌𝕊𝕋 ✨𝒄𝒐𝒔𝒚 𝒂𝒑𝒂𝒓𝒕𝒎𝒆𝒏𝒕 𝒏𝒆𝒂𝒓 𝑫𝒖𝒃𝒂𝒊 𝑴𝒂𝒍𝒍","2","450","ﺩ.ﺇ450","AED","false","nightly","450","ﺩ.ﺇ450","AED","false","Entire condo",,"https://www.airbnb.com/rooms/53968758"
"دبي, United Arab Emirates","25.075","55.133","1 Bdr Marina View in Marina Promenade/The Walk/JBR","4","466","ﺩ.ﺇ466","AED","false","nightly","466","ﺩ.ﺇ466","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/42779610"
"Dubai, United Arab Emirates","25.19274","55.27191","Spectacular One Bedroom Villa in Downtown","2","430","ﺩ.ﺇ430","AED","false","nightly","430","ﺩ.ﺇ430","AED","false","Entire rental unit",,"https://www.airbnb.com/rooms/52929974"
"Dubai, United Arab Emirates","25.08188","55.13978","Upscale 1BR Apartment with Incredible Marina Views","2","440","ﺩ.ﺇ440","AED","false","nightly","440","ﺩ.ﺇ440","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/52746074"
"دبي, United Arab Emirates","25.18345","55.27499","Chic Studio in Business Bay By The Canal","2","464","ﺩ.ﺇ464","AED","false","nightly","464","ﺩ.ﺇ464","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/53897062"
"Dubai, United Arab Emirates","25.19834","55.27134","★Luxe Studio/Sleeps 2/Downtown/BLVD Views★","2","450","ﺩ.ﺇ450","AED","false","nightly","450","ﺩ.ﺇ450","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/52485975"
"دبي, United Arab Emirates","25.18343","55.25605","Primestay - Al Habtoor City","3","440","ﺩ.ﺇ440","AED","false","nightly","440","ﺩ.ﺇ440","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/52241996"
"Dubai, United Arab Emirates","25.07358","55.12878","2B within vicinity of JBR ""The Walk"" | bnbmehomes","4","448","ﺩ.ﺇ448","AED","false","nightly","448","ﺩ.ﺇ448","AED","false","Entire condo","4","https://www.airbnb.com/rooms/54026767"
"Dubai, United Arab Emirates","25.07673","55.13934","Beautiful Studio in the Marina","2","430","ﺩ.ﺇ430","AED","false","nightly","430","ﺩ.ﺇ430","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/48018298"
"دبي, United Arab Emirates","24.99033","55.37306","Grande Villa for Vacations and Holidays.","6","450","ﺩ.ﺇ450","AED","false","nightly","450","ﺩ.ﺇ450","AED","false","Entire villa","5","https://www.airbnb.com/rooms/52809754"
"Dubai, United Arab Emirates","25.1907","55.27952","Spectacular Burj Khalifa View | Dubai mall, 77m2","2","450","ﺩ.ﺇ450","AED","false","nightly","450","ﺩ.ﺇ450","AED","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/52577855"
"Dubai, United Arab Emirates","25.081","55.14","Incredible views from this Marina Apartment","2","471","ﺩ.ﺇ471","AED","false","nightly","471","ﺩ.ﺇ471","AED","false","Entire rental unit","5","https://www.airbnb.com/rooms/50580516"
