,URL,building,district,neighborhood,price,beds,baths,surface,lat,long,highlights,furnishing,amenities,completion_year,floor,price_sqf,views,discounted,cheap,distressed,investment,tenanted,vacant,metro,furnished,condition,upgraded,luxury,median_sqf,diff_percent,valuation
13687,"https://www.bayut.com/property/details-5345275.html
",,Dubai Marina,23 Marina,2500000,3.0,3,2979.0,25.089767351636,55.150803923607,"Rented, Three Beds Plus Maids, 23 Marina",Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Electricity Backup', 'Centrally Air-Conditioned', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Elevators in Building: 6', 'Service Elevators', 'Completion Year: 2010', 'Facilities for Disabled', 'Waste Disposal', 'Security Staff', 'CCTV Security', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2010,,839.2077878482712,0,0,0,0,0,1,0,0,0,0,,0,1610.8247422680413,-47.901980530379326,good value
13688,"https://www.bayut.com/property/details-5341902.html
",29 Boulevard Podium,Downtown Dubai,29 Boulevard,2988888,3.0,3,1739.0,25.192143,55.272784,"Stunning Duplex, Vacant, Well Maintained",,[],0,,1718.7395054629096,0,0,0,0,0,0,1,0,0,1,,1,2643.778531244672,-34.98927821863583,good value
13734,"https://www.bayut.com/property/details-3091740.html
",Lake Point Tower,Jumeirah Lake Towers (JLT),JLT Cluster N,575000,1.0,2,900.0000000000001,25.063355,55.137683,"Hot Deal, 1 Bedroom in Lake Point Full Lake View",Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Flooring', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2007', 'Flooring', 'First Aid Medical Center', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Day Care Center', 'Barbeque Area', 'Waste Disposal', 'Cleaning Services', 'Business Center', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge']",2007,,638.8888888888888,1,0,0,0,0,0,0,0,0,0,,0,969.2671394799054,-34.085365853658544,good value
13756,"https://www.bayut.com/property/details-5705844.html
",Burj Views B,Downtown Dubai,Burj Views,1050000,1.0,2,992.0,25.190219,55.281293,"Investor Deal I Great ROI,  Burj Views",Unfurnished,[],0,,1058.467741935484,1,0,0,0,1,0,0,0,0,0,,0,1938.8372968573603,-45.40708786388923,good value
13764,"https://www.bayut.com/property/details-5943050.html
",,Dubai Marina,Marina Pinnacle,800000,1.0,2,829.0,25.08869934082,55.14820098877,Relaxing and Chill I Spacious living room I,Furnished,"['Furnished', 'Balcony or Terrace', 'Parking Spaces', 'Maids Room', 'Furnished', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2008', 'Gym or Health Club', 'Jacuzzi', 'Sauna', 'Steam Room', 'Kids Play Area', 'Waste Disposal', 'Business Center', 'CCTV Security', 'Laundry Room', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge', 'Maids Room']",2008,,965.0180940892642,0,0,0,0,0,0,0,0,0,0,,0,1524.779462290593,-36.710972441905135,good value
13765,"https://www.bayut.com/property/details-5939908.html
",,Dubai Marina,Escan Marina Tower,617990,1.0,1,660.0,25.068182808807,55.133226960925,"Upgraded+Furnished 1BR, Motivated Seller, Vacant",,"['Balcony or Terrace', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Balcony or Terrace', 'Gym or Health Club', '24 Hours Concierge']",0,,936.3484848484848,0,0,0,0,0,0,1,0,1,0,,0,1499.6465182043125,-37.5620538918948,good value
13774,"https://www.bayut.com/property/details-5821410.html
",,Town Square,,925000,2.0,3,1550.0000000000002,25.018498682179,55.282330512564,Rare Ground floor Terrace 2 Bedroom Apartment - Vacant Soon,Unfurnished,[],0,,596.774193548387,0,0,0,0,0,0,1,0,0,0,,0,895.2119309262167,-33.33710455233275,good value
13784,"https://www.bayut.com/property/details-5938387.html
",,Downtown Dubai,Downtown Views,2300000,2.0,3,1447.0000000000002,25.200943,55.280921,"Vacant,Ready to Move,Exclusive Apartment",Unfurnished,[],0,,1589.495507947477,0,0,0,0,0,0,1,0,0,0,,0,2356.7802755620014,-32.556482908936275,good value
13791,"https://www.bayut.com/property/details-5396385.html
",New Dubai Gate 2,Jumeirah Lake Towers (JLT),JLT Cluster A,680000,2.0,2,1146.0,25.065853,55.137395,"OVERLOOKING THE LAKE, SIRENE 2 BR NEXT TO METRO",,"['Parking Spaces', 'Total Floors: 39', 'Sauna', 'Steam Room', 'Parking Spaces', 'Centrally Air-Conditioned', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2009', 'Total Floors: 39', 'Sauna', 'Steam Room', 'Waste Disposal', 'Maintenance Staff', 'Security Staff', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge', 'View']",2009,,593.3682373472949,1,0,0,0,0,0,0,1,0,0,,0,989.4274132759679,-40.029129031035396,good value
13800,"https://www.bayut.com/property/details-5941347.html
",Park Tower A,DIFC,Park Towers,2100000,2.0,3,2100.0,25.209269867459,55.278345422174,"Furnished 2 Bedroom Apartment, High Floor, DIFC FREE ZONE AREA",Furnished,"['Furnished', 'Swimming Pool', 'Sauna', 'Steam Room', 'Furnished', 'Centrally Air-Conditioned', 'Lobby in Building', 'Prayer Room', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Sauna', 'Steam Room', 'Maintenance Staff', 'Cleaning Services', 'Conference Room', 'CCTV Security', '24 Hours Concierge']",0,,1000.0,0,0,0,0,0,0,0,0,1,0,,0,1607.289540552157,-37.783456261622476,good value
13817,"https://www.bayut.com/property/details-5939652.html
",South Ridge 1,Downtown Dubai,South Ridge Towers,3000000,3.0,4,2108.0,25.186969,55.276799,"Value for Price, Vacant, Maids Room, Furnished",,"['Balcony or Terrace', 'Maids Room', 'Sauna', 'Steam Room', 'Centrally Air-Conditioned', 'Storage Areas', 'Balcony or Terrace', 'Gym or Health Club', 'Sauna', 'Steam Room', 'Laundry Facility', 'Intercom', 'ATM Facility', 'Maids Room']",0,,1423.1499051233395,0,0,0,0,0,0,1,0,1,0,,0,2794.026135656503,-49.06454571195531,good value
13819,"https://www.bayut.com/property/details-5940704.html
",Attessa,Dubai Marina,Marina Promenade,1700000,1.0,2,2959.0,25.075544,55.133946,"Huge Terrace, VOT, Immaculate, Unique",,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Electricity Backup', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2008', 'Swimming Pool', 'Day Care Center', 'Kids Play Area', 'Waste Disposal', 'Maintenance Staff', 'Business Center', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2008,,574.5184183845894,0,0,0,0,0,0,0,0,0,0,,0,1524.779462290593,-62.321212175725286,great value
13863,"https://www.bayut.com/property/details-5857872.html
",Burj Views C,Downtown Dubai,Burj Views,1525000,2.0,2,1347.0,25.190219,55.281293,"Gorgeous Apartment For Sale, Downtown Burj Views",Furnished,[],0,,1132.1455085374907,1,0,0,0,0,0,0,0,0,0,,0,2111.9718309859154,-46.3939105660808,good value
13864,"https://www.bayut.com/property/details-5817343.html
",,Jumeirah Village Circle (JVC),Astoria Residence,560000,1.0,2,1027.0,25.06526,55.211685,"LIVE IN STYLE, LOWEST PRICED , WITH KITCHEN APPLIANCES, GOOD INTERIORS, 1BR PLUS STOREROOM",Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Sauna', 'Parking Spaces', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2009', 'Swimming Pool', 'Sauna', 'Steam Room', 'Kids Play Area', 'Waste Disposal', 'Security Staff', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2009,,545.2775073028238,0,0,0,0,0,0,0,0,0,0,,0,813.2859142247321,-32.95377458705754,good value
13874,"https://www.bayut.com/property/details-5640979.html
",Burj Views B,Downtown Dubai,Burj Views,1125000,1.0,2,924.0,25.190219,55.281293,"1 Bedroom, Mid Floor, Available for Sale,Rented",,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Floor', 'Parking Spaces', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Gym or Health Club', 'Swimming Pool', 'Barbeque Area', 'Maintenance Staff', 'Business Center', 'Intercom', 'ATM Facility', '24 Hours Concierge', 'Floor']",0,,1217.5324675324675,0,0,0,0,0,1,0,0,0,0,,0,1938.8372968573603,-37.20295821078168,good value
13878,"https://www.bayut.com/property/details-5508349.html
",,Dubai Marina,Escan Marina Tower,850000,2.0,3,1279.0,25.068182808807,55.133226960925,Vacant 2 Bedrooms For Sale Escan Tower,Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Centrally Air-Conditioned', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Balcony or Terrace', 'Lobby in Building', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'Security Staff', '24 Hours Concierge']",0,,664.5817044566068,0,0,0,0,0,0,1,0,0,0,,0,1458.4369817578772,-54.43192179235774,great value
13880,"https://www.bayut.com/property/details-5492238.html
",The Lofts West,Downtown Dubai,The Lofts,1200000,1.0,2,958.0,25.197323,55.270276,"Spacious Apt, Well Maintained, BLVD view",,[],0,,1252.6096033402923,1,0,0,0,0,0,0,0,0,1,,1,1938.8372968573603,-35.39377412583133,good value
13890,"https://www.bayut.com/property/details-5080562.html
",Capital Bay Tower A,Business Bay,Capital Bay Towers,470000,0.0,1,538.0,25.176695,55.271894,"Fully Furnished Studio, Huge Balcony for Sale",Furnished,"['Balcony or Terrace', 'Jacuzzi', 'Sauna', 'Lobby in Building', 'Balcony or Terrace', 'Lobby in Building', 'Reception/Waiting Room', 'Jacuzzi', 'Sauna', 'Lawn or Garden', 'Barbeque Area', 'Waste Disposal', 'Security Staff', 'CCTV Security', 'Freehold']",0,,873.6059479553903,0,0,0,0,0,0,0,0,1,0,,0,1593.137254901961,-45.1644266514155,good value
13891,"https://www.bayut.com/property/details-5075684.html
",Burj Views C,Downtown Dubai,Burj Views,1450000,2.0,2,1299.0,25.190219,55.281293,Large 2BRs Apartment with Spectacular View.,Unfurnished,"['Balcony or Terrace', 'Swimming Pool', 'Lobby in Building', 'Service Elevators', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Security Staff']",0,,1116.2432640492686,1,0,0,0,0,0,0,0,0,0,,0,2111.9718309859154,-47.14686779093159,good value
13919,"https://www.bayut.com/property/details-5935543.html
",Skycourts Tower C,Dubai Residence Complex,Skycourts Towers,230000,0.0,1,545.0,25.090738,55.386022,"LOWEST PRICE, GREAT ROI, SPACIOUS STUDIO",Unfurnished,[],0,,422.0183486238532,0,0,0,0,1,0,0,0,0,0,,0,616.2410319318984,-31.517324105985367,good value
13921,"https://www.bayut.com/property/details-5531423.html
",Amwaj 4,Jumeirah Beach Residence (JBR),Amwaj,1450000,2.0,3,1276.0,25.073214,55.131642,"High Floor, Marina View,Rented",,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Electricity Backup', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Elevators in Building', 'Service Elevators', 'Completion Year: 2006', 'First Aid Medical Center', 'Facilities for Disabled', 'Swimming Pool', 'Kids Play Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Security Staff', 'CCTV Security', 'Laundry Room', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge', 'Freehold']",2006,,1136.3636363636365,1,0,0,0,0,1,0,0,0,0,,0,1708.0745341614906,-33.47107438016528,good value
13926,"https://www.bayut.com/property/details-5227639.html
",Executive Tower C,Business Bay,Executive Towers,1699999,2.0,3,1815.0,25.190585,55.266117,", Spacious 2 Bedroom, Superior Layout,",,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Sauna', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Balcony or Terrace', 'Swimming Pool', 'Sauna', 'Steam Room', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom']",0,,936.638567493113,0,0,0,0,0,0,0,0,0,0,,0,1352.352911454695,-30.740078306513027,good value
13934,"https://www.bayut.com/property/details-5051038.html
",Boulevard Central 1,Downtown Dubai,Boulevard Central,1095000,1.0,2,876.0000000000001,25.191381,55.273664,Boulevard View I Fitted Kitchen I Well Maintained,Unfurnished,"['Balcony or Terrace', 'Swimming Pool', 'Centrally Air-Conditioned', 'Gym or Health Club', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Gym or Health Club', 'Swimming Pool', 'Waste Disposal', 'ATM Facility', '24 Hours Concierge']",0,,1249.9999999999998,1,0,0,0,0,0,0,0,0,1,,0,1938.8372968573603,-35.52837042973587,good value
13938,"https://www.bayut.com/property/details-5027834.html
",Ubora Tower 1,Business Bay,U-Bora Tower,1249000,2.0,3,1564.0000000000002,25.179956,55.269723,"VACANT, +MAIDS, +STUDY ROOM",Unfurnished,[],0,,798.5933503836316,0,0,0,0,0,0,1,0,0,0,,0,1352.352911454695,-40.94785883038452,good value
13946,"https://www.bayut.com/property/details-4975075.html
",8 Boulevard Walk,Downtown Dubai,Mohammad Bin Rashid Boulevard,1100000,1.0,2,925.0,25.191167,55.269865,"Spacious 1BR, Prime Location, Downtown, Tourist Hub",Unfurnished,"['Balcony or Terrace', 'Swimming Pool', 'Centrally Air-Conditioned', 'Central Heating', 'Centrally Air-Conditioned', 'Central Heating', 'Balcony or Terrace', 'Gym or Health Club', 'Swimming Pool', 'Security Staff', 'CCTV Security', '24 Hours Concierge']",0,,1189.1891891891892,0,0,0,0,0,0,0,0,0,0,,0,1938.8372968573603,-38.664828084505466,good value
13961,"https://www.bayut.com/property/details-5760663.html
",Dream Tower 1,Dubai Marina,Dream Towers,700000,1.0,2,731.0,25.070426,55.135944,"Investor Opportunity Low Floor, Next to metro",Unfurnished,"['Balcony or Terrace', 'Swimming Pool', 'Centrally Air-Conditioned', 'Lobby in Building', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Gym or Health Club', 'Swimming Pool', 'Cafeteria or Canteen', 'Security Staff', 'CCTV Security', 'Satellite/Cable TV']",0,,957.592339261286,0,0,0,0,0,0,0,1,0,0,,0,1524.779462290593,-37.197977612923296,good value
13968,"https://www.bayut.com/property/details-5012041.html
",,Business Bay,Safeer Tower 1,1250000,2.0,3,1582.0,25.177135328389,55.271064341014,"Best Offer, Rented,Prime Location, Good Layout",,"['Electricity Backup', 'Centrally Air-Conditioned', 'Waste Disposal', 'Conference Room', 'Electricity Backup', 'Centrally Air-Conditioned', 'Waste Disposal', 'Conference Room', 'Security Staff', 'CCTV Security', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV']",0,,790.1390644753477,0,0,0,0,0,1,0,0,0,0,,0,1352.352911454695,-41.57301265204411,good value
14004,"https://www.bayut.com/property/details-4974909.html
",,Dubai Marina,Elite Residence,1400000,2.0,2,1329.0,25.089626,55.148014,"Spacious 2BR, Upgraded, High Floor, Rented",Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Sauna', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Elevators in Building: 12', 'Completion Year: 2010', 'Prayer Room', 'Reception/Waiting Room', 'Swimming Pool', 'Sauna', 'Day Care Center', 'Kids Play Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Business Center', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2010,,1053.423626787058,0,0,0,0,0,1,0,0,0,0,upgraded,0,1528.2555282555284,-31.070190337245563,good value
14005,"https://www.bayut.com/property/details-4973745.html
",,Arjan,La Fontana Apartments,529989,1.0,2,919.0,25.063438,55.236053,"Tenanted, Stunning offer, Best For Investor",,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Sauna', 'Parking Spaces', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Elevators in Building', 'Swimming Pool', 'Sauna', 'Kids Play Area', 'Barbeque Area', 'Waste Disposal', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",0,,576.7018498367792,0,0,0,0,0,1,0,0,0,0,,0,921.5062571103524,-37.41747867831159,good value
14023,"https://www.bayut.com/property/details-5940963.html
",,International City,Spain Cluster,330000,1.0,1,862.0000000000001,25.163523,55.39744,"Great Price, Must See, Apartment for Sale, Good Deal",Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Jacuzzi', 'Parking Spaces', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2007', 'First Aid Medical Center', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Kids Play Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Security Staff', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2007,,382.830626450116,0,0,0,0,0,0,0,0,0,0,,0,818.1818181818181,-53.20959010054138,great value
14059,"https://www.bayut.com/property/details-5388712.html
",,DIFC,Liberty House,1999989,2.0,3,1875.0,25.209229,55.276575,"Keys with me,, Beautiful Duplex, Move in Today",,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Jacuzzi', 'Parking Spaces', 'Centrally Air-Conditioned', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2008', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Kids Play Area', 'Waste Disposal', 'Laundry Room', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2008,,1066.6608,0,0,0,0,0,0,0,0,0,0,,0,1607.289540552157,-33.636051682787226,good value
14065,"https://www.bayut.com/property/details-4884636.html
",Capital Bay Tower B,Business Bay,Capital Bay Towers,925000,1.0,2,1031.0,25.17663,55.272023,"Large, Huge, Spacious Fully Furnished 1 Br For Sale in Capital Bay",Furnished,"['Furnished', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Furnished', 'Centrally Air-Conditioned', 'Lobby in Building', 'Service Elevators', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Kids Play Area', 'Waste Disposal', 'Security Staff', 'CCTV Security', '24 Hours Concierge', 'Freehold']",0,,897.1871968962173,0,0,0,0,0,0,0,0,1,0,,0,1305.23754217134,-31.262535139489373,good value
14067,"https://www.bayut.com/property/details-5942613.html
",,Dubai Marina,Marina Opal Tower,946600,1.0,2,1064.0,25.068288,55.132441,"Multiple Options, Ready To Move In, High Floor",Unfurnished,"['Balcony or Terrace', 'Swimming Pool', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Waste Disposal', 'Security Staff', 'CCTV Security', 'Broadband Internet']",0,,889.6616541353384,0,0,0,0,0,0,0,0,0,0,,0,1524.779462290593,-41.65309304475756,good value
14089,"https://www.bayut.com/property/details-5939449.html
",,Dubai Marina,Horizon Tower,2000000,4.0,5,2408.0,25.071829,55.137205,"Amazing ROI, Near Metro and Mall, Marina Dubai",Unfurnished,"['Balcony or Terrace', 'Shared Kitchen', 'Parking Spaces: 1', 'Maids Room', 'Parking Spaces: 1', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Elevators in Building: 4', 'Service Elevators', 'Completion Year: 2006', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Barbeque Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Business Center', 'Conference Room', 'Security Staff', 'CCTV Security', 'Shared Kitchen', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge', 'Maids Room', 'View']",2006,,830.5647840531561,0,0,0,0,1,0,0,1,0,0,,0,1400.9962640099625,-40.716131413805826,good value
14091,"https://www.bayut.com/property/details-5935659.html
",Wilton Terraces 1,Mohammed Bin Rashid City,Sobha Hartland,1700000,2.0,3,1626.0000000000002,25.177211,55.308839,"Modern Layout, Stylish, Well Kept,",,[],0,,1045.5104551045508,0,0,0,0,0,0,0,0,0,0,,0,1533.8983050847455,-31.839649888211596,good value
14102,"https://www.bayut.com/property/details-5940690.html
",Marina Diamond 6,Dubai Marina,Marina Diamonds,1099000,2.0,2,1085.0,25.080789,55.145815,Best Deal l 2 Bed Partial Marina View l 2 Balcony,Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Jacuzzi', 'Parking Spaces', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2008', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Waste Disposal', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2008,,1012.9032258064516,1,0,0,0,0,0,0,0,0,0,,0,1528.2555282555284,-33.72160564256821,good value
14106,"https://www.bayut.com/property/details-5936003.html
",,Al Furjan,,560000,1.0,2,969.0,25.024600808201,55.151871442795,"Biggest Layout of 1BHK for Sale,,Al Furjan",Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Flooring', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Study Room', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Reception/Waiting Room', 'Flooring', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Kids Play Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge', 'Freehold']",0,,577.9153766769866,0,0,0,0,0,0,0,0,0,0,,0,848.4046997389034,-31.8821104061729,good value
14117,"https://www.bayut.com/property/details-5935906.html
",,Dubai Marina,Marina Pearl,700000,1.0,2,877.0,25.069799423218,55.134300231934,Open for View I Best Deal I Best Location I Ready to Move,Furnished,"['Furnished', 'Parking Spaces', 'Electricity Backup', 'Centrally Air-Conditioned', 'Furnished', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Lobby in Building', 'Service Elevators', 'Waste Disposal', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",0,,798.175598631699,1,0,0,0,0,0,0,0,0,0,,0,1524.779462290593,-47.65304633414702,good value
14132,"https://www.bayut.com/property/details-5943228.html
",,DAMAC Hills 2 (Akoya by DAMAC),,899999,3.0,4,1208.0,24.987454,55.385921733254,"SO, Commodious  & Bright , 3 Bedroom Townhouse,  Damac Hills",Unfurnished,[],0,,745.0322847682119,0,0,0,0,0,0,0,0,0,0,,0,1422.327221234846,-47.61878464778418,good value
14146,"https://www.bayut.com/property/details-5936549.html
",,Dubai Marina,The Torch,1249999,2.0,3,1258.0,25.087900161743,55.147399902344,"HIGH  FLOOR, 2 BEDROOM, RENTED",Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Jacuzzi', 'Parking Spaces', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2008', 'Reception/Waiting Room', 'Gym or Health Club', 'Facilities for Disabled', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Kids Play Area', 'Lawn or Garden', 'Barbeque Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge', 'Freehold']",2008,,993.6399046104927,0,0,0,0,0,1,0,0,0,0,,0,1458.4369817578772,-31.869534505848662,good value
14147,"https://www.bayut.com/property/details-5934892.html
",Lamtara,Umm Suqeim,Madinat Jumeirah Living,4800000,3.0,4,1845.0,25.137279,55.188912,"Two Balconies, Madinat and Burj View, Low Floor",,"['Balcony or Terrace', 'Parking Spaces', 'Maids Room', 'View', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Balcony or Terrace', 'Gym or Health Club', 'Kids Play Area', 'Laundry Room', 'Broadband Internet', 'ATM Facility', '24 Hours Concierge', 'Maids Room', 'View']",0,,2601.6260162601625,1,0,0,0,0,0,0,0,0,0,,0,4835.988504386474,-46.20280809393235,good value
14186,"https://www.bayut.com/property/details-5936316.html
",Marina Diamond 6,Dubai Marina,Marina Diamonds,1100000,2.0,2,1084.0,25.080789,55.145815,"Partial Marina Canal & SHZ View, Near Metro",,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Jacuzzi', 'Parking Spaces', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2008', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Kids Play Area', 'Barbeque Area', 'Waste Disposal', 'Maintenance Staff', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge']",2008,,1014.760147601476,1,0,0,0,0,0,0,1,0,0,,0,1528.2555282555284,-33.60009966659153,good value
14202,"https://www.bayut.com/property/details-5466062.html
",,Downtown Dubai,Bahwan tower,1714190,2.0,3,1517.0000000000002,25.190634,55.270742,"Low Price,Huge Kitchen,Large Layout ,Vacant",,"['Balcony or Terrace', 'Swimming Pool']",0,,1129.9868160843769,0,0,0,0,0,0,1,0,0,0,,0,2356.7802755620014,-52.05379017291213,great value
14210,"https://www.bayut.com/property/details-5430997.html
",8 Boulevard Walk,Downtown Dubai,Mohammad Bin Rashid Boulevard,1999990,2.0,2,1634.0000000000002,25.191167,55.269865,"Hot investor Deal, Spacious layout, Rented",,['Balcony or Terrace'],0,,1223.9840881272949,0,0,0,0,1,1,0,0,0,0,,0,2111.9718309859154,-42.04543497363259,good value
